,VehicleID,Sequence,ORD_NO,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
1962,VEH_154,1,Null,O_323,2023-05-04 21:40:15.809058900,-1 days +20:19:44.190941100,0,2023-05-04 18:00:00,Null
1963,VEH_154,2,M18393047,D_295,2023-05-04 18:51:38.457230700,0,60,2023-05-04 19:51:38.457230700,No
1964,VEH_154,1,Null,O_352,2023-05-04 20:24:44.768416020,0 days 03:35:15.231583980,0,2023-05-05 00:00:00,Null
1965,VEH_154,2,MF2305036211130,D_1183,2023-05-05 03:15:53.798220720,0,60,2023-05-05 04:15:53.798220720,No
1966,VEH_154,1,Null,O_430,2023-05-05 04:45:10.366417560,0 days 01:14:49.633582440,0,2023-05-05 06:00:00,Null
1967,VEH_154,2,MF2305046230524,D_1572,2023-05-05 07:25:34.373750460,0,60,2023-05-05 08:25:34.373750460,No
1968,VEH_154,1,Null,O_9,2023-05-05 09:01:03.311952600,0 days 02:58:56.688047400,0,2023-05-05 12:00:00,Null
1969,VEH_154,2,M18391882,D_340,2023-05-05 14:48:27.849692160,0,60,2023-05-05 15:48:27.849692160,No
1970,VEH_154,1,Null,O_466,2023-05-05 16:08:38.726854320,-1 days +19:51:21.273145680,0,2023-05-05 12:00:00,Null
1971,VEH_154,2,M18391422,D_399,2023-05-05 15:08:12.011254860,0,60,2023-05-05 16:08:12.011254860,No
1972,VEH_154,1,Null,O_144,2023-05-05 17:02:09.803645820,-1 days +18:57:50.196354180,0,2023-05-05 12:00:00,Null
1973,VEH_154,2,M18391681,D_460,2023-05-05 15:57:54.166623780,0,60,2023-05-05 16:57:54.166623780,No
1974,VEH_154,1,Null,O_11,2023-05-05 17:49:56.648173980,0 days 00:10:03.351826020,0,2023-05-05 18:00:00,Null
1975,VEH_154,2,20230503B472480_001,D_209,2023-05-05 19:27:37.344856860,0,60,2023-05-05 20:27:37.344856860,No
1976,VEH_154,1,Null,O_11,2023-05-05 22:12:27.307851420,0 days 07:47:32.692148580,0,2023-05-06 06:00:00,Null
1977,VEH_154,2,M18393522,D_678,2023-05-06 07:30:26.574809700,0,60,2023-05-06 08:30:26.574809700,No
1978,VEH_154,1,Null,O_179,2023-05-06 09:08:57.806407800,0 days 02:51:02.193592200,0,2023-05-06 12:00:00,Null
1979,VEH_154,2,20230504B475942_001,D_65,2023-05-06 15:15:36.535784520,0,60,2023-05-06 16:15:36.535784520,No
1980,VEH_154,1,Null,O_179,2023-05-06 19:25:07.931998380,,0,,Null
1981,VEH_155,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
1982,VEH_155,2,MF2305116280016,D_1271,2023-05-01 09:49:49.738420680,0,60,2023-05-01 10:49:49.738420680,No
1983,VEH_155,1,Null,O_11,2023-05-01 11:21:38.809947120,0 days 00:38:21.190052880,0,2023-05-01 12:00:00,Null
1984,VEH_155,2,20230501B467187_001,D_119,2023-05-01 12:57:27.600109500,0,60,2023-05-01 13:57:27.600109500,No
1985,VEH_155,1,Null,O_179,2023-05-01 14:19:06.632141880,0 days 03:40:53.367858120,0,2023-05-01 18:00:00,Null
1986,VEH_155,2,20230501B468062_001,D_108,2023-05-01 19:28:09.764929500,0,60,2023-05-01 20:28:09.764929500,No
1987,VEH_155,1,Null,O_179,2023-05-01 21:53:40.306662600,0 days 02:06:19.693337400,0,2023-05-02 00:00:00,Null
1988,VEH_155,2,MF2305176320122,D_2190,2023-05-02 01:30:46.711105740,0,60,2023-05-02 02:30:46.711105740,No
1989,VEH_155,1,Null,O_352,2023-05-02 03:11:47.884309560,0 days 02:48:12.115690440,0,2023-05-02 06:00:00,Null
1990,VEH_155,2,MF2305036205392,D_1446,2023-05-02 07:47:11.870041920,0,60,2023-05-02 08:47:11.870041920,No
1991,VEH_155,1,Null,O_629,2023-05-02 09:10:33.560610539,0 days 02:49:26.439389461,0,2023-05-02 12:00:00,Null
1992,VEH_155,2,20230502B471782_001,D_109,2023-05-02 13:28:39.673583220,0,60,2023-05-02 14:28:39.673583220,No
1993,VEH_155,1,Null,O_144,2023-05-02 15:09:11.895171900,0 days 14:50:48.104828100,0,2023-05-03 06:00:00,Null
1994,VEH_155,2,20230501B466870_001,D_87,2023-05-03 08:53:32.699281620,0,60,2023-05-03 09:53:32.699281620,No
1995,VEH_155,1,Null,O_673,2023-05-03 10:14:53.269742340,0 days 01:45:06.730257660,0,2023-05-03 12:00:00,Null
1996,VEH_155,2,M18388472,D_507,2023-05-03 13:07:46.296574140,0,60,2023-05-03 14:07:46.296574140,No
1997,VEH_155,1,Null,O_673,2023-05-03 15:17:36.812876040,0 days 02:42:23.187123960,0,2023-05-03 18:00:00,Null
1998,VEH_155,2,M18390150,D_522,2023-05-03 19:29:01.174307100,0,60,2023-05-03 20:29:01.174307100,No
1999,VEH_155,1,Null,O_673,2023-05-03 22:03:28.863687480,0 days 01:56:31.136312520,0,2023-05-04 00:00:00,Null
2000,VEH_155,2,M18389595,D_604,2023-05-04 03:45:25.188932220,0,60,2023-05-04 04:45:25.188932220,No
2001,VEH_155,1,Null,O_466,2023-05-04 05:12:46.917776460,-1 days +18:47:13.082223540,0,2023-05-04 00:00:00,Null
2002,VEH_155,2,M18391781,D_633,2023-05-04 01:22:51.422839980,0,60,2023-05-04 02:22:51.422839980,No
2003,VEH_155,1,Null,O_326,2023-05-04 02:37:06.171464880,-1 days +21:22:53.828535120,0,2023-05-04 00:00:00,Null
2004,VEH_155,2,M18391817,D_637,2023-05-04 02:00:12.674463540,0,60,2023-05-04 03:00:12.674463540,No
2005,VEH_155,2,M18391826,D_641,2023-05-04 01:49:54.315662160,0,60,2023-05-04 02:49:54.315662160,No
2006,VEH_155,1,Null,O_179,2023-05-04 03:15:45.253415520,-1 days +20:44:14.746584480,0,2023-05-04 00:00:00,Null
2007,VEH_155,2,M18392054,D_663,2023-05-04 00:57:05.761831320,0,60,2023-05-04 01:57:05.761831320,No
2008,VEH_155,1,Null,O_711,2023-05-04 02:23:51.058360260,0 days 03:36:08.941639740,0,2023-05-04 06:00:00,Null
2009,VEH_155,2,20230504B476500_001,D_209,2023-05-04 08:11:54.132638700,0,60,2023-05-04 09:11:54.132638700,No
2010,VEH_155,1,Null,O_711,2023-05-04 11:33:10.753706160,,0,,Null
2011,VEH_156,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2012,VEH_156,2,MF2305116279514,D_1370,2023-05-01 07:21:45.952867920,0,60,2023-05-01 08:21:45.952867920,No
2013,VEH_156,1,Null,O_323,2023-05-01 08:58:40.935147360,0 days 03:01:19.064852640,0,2023-05-01 12:00:00,Null
2014,VEH_156,2,20230501B464954_001,D_1,2023-05-01 13:34:54.825611160,0,60,2023-05-01 14:34:54.825611160,No
2015,VEH_156,1,Null,O_144,2023-05-01 14:50:55.053967140,0 days 03:09:04.946032860,0,2023-05-01 18:00:00,Null
2016,VEH_156,2,M18385478,D_339,2023-05-01 19:29:23.387773980,0,60,2023-05-01 20:29:23.387773980,No
2017,VEH_156,1,Null,O_326,2023-05-01 21:01:52.989540180,0 days 02:58:07.010459820,0,2023-05-02 00:00:00,Null
2018,VEH_156,2,20230501B468527_001,D_77,2023-05-02 02:44:27.879472980,0,60,2023-05-02 03:44:27.879472980,No
2019,VEH_156,1,Null,O_553,2023-05-02 04:24:45.468951780,0 days 07:35:14.531048220,0,2023-05-02 12:00:00,Null
2020,VEH_156,2,20230502B470639_001,D_108,2023-05-02 14:27:21.500672940,0,60,2023-05-02 15:27:21.500672940,No
2021,VEH_156,1,Null,O_174,2023-05-02 15:54:34.946866320,,0,,Null
2022,VEH_1128,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2023,VEH_1128,2,MF2305116280009,D_1524,2023-05-01 06:50:51.734316480,0,60,2023-05-01 07:50:51.734316480,No
2024,VEH_1128,1,Null,O_70,2023-05-01 08:16:24.060137820,1 days 15:43:35.939862180,0,2023-05-03 00:00:00,Null
2025,VEH_1128,2,20230503B473936_001,D_108,2023-05-03 03:01:26.540754960,0,60,2023-05-03 04:01:26.540754960,No
2026,VEH_1128,1,Null,O_174,2023-05-03 04:28:39.986948400,,0,,Null
2027,VEH_163,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2028,VEH_163,2,MF2305116280023,D_1748,2023-05-01 06:54:38.019905940,0,60,2023-05-01 07:54:38.019905940,No
2029,VEH_163,3,MF2305116279520,D_1964,2023-05-01 06:11:39.741652260,60,60,2023-05-01 08:11:39.741652260,No
2030,VEH_163,1,Null,O_430,2023-05-01 09:54:36.872608920,1 days 02:05:23.127391080,0,2023-05-02 12:00:00,Null
2031,VEH_163,2,MF2305026199194,D_1345,2023-05-02 15:25:14.239616520,0,60,2023-05-02 16:25:14.239616520,No
2032,VEH_163,1,Null,O_326,2023-05-02 16:25:29.199360,1 days 13:34:30.800640,0,2023-05-04 06:00:00,Null
2033,VEH_163,2,20230502B471606_001,D_96,2023-05-04 07:26:45.103802520,0,60,2023-05-04 08:26:45.103802520,No
2034,VEH_163,1,Null,O_243,2023-05-04 08:50:45.415281300,0 days 03:09:14.584718700,0,2023-05-04 12:00:00,Null
2035,VEH_163,2,20230504B476652_001,D_209,2023-05-04 14:29:38.213331720,0,60,2023-05-04 15:29:38.213331720,No
2036,VEH_163,1,Null,O_243,2023-05-04 18:15:13.236800700,1 days 05:44:46.763199300,0,2023-05-06 00:00:00,Null
2037,VEH_163,2,20230506B478575_001,D_108,2023-05-06 01:31:03.345993420,0,60,2023-05-06 02:31:03.345993420,No
2038,VEH_163,3,20230506B478559_001,D_108,2023-05-06 00:00:00,60,60,2023-05-06 02:00:00,No
2039,VEH_163,1,Null,O_243,2023-05-06 05:01:04.159179840,0 days 12:58:55.840820160,0,2023-05-06 18:00:00,Null
2040,VEH_163,2,20230506B478687_001,D_109,2023-05-06 21:07:30.041599560,0,60,2023-05-06 22:07:30.041599560,No
2041,VEH_163,1,Null,O_243,2023-05-07 01:36:52.170513360,,0,,Null
2042,VEH_167,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2043,VEH_167,2,MF2305116280546,D_1842,2023-05-01 06:45:46.703702940,0,60,2023-05-01 07:45:46.703702940,No
2044,VEH_167,1,Null,O_430,2023-05-01 08:09:28.989828,0 days 21:50:31.010172,0,2023-05-02 06:00:00,Null
2045,VEH_167,2,MF2304286186566,D_1185,2023-05-02 06:57:44.618474760,0,60,2023-05-02 07:57:44.618474760,No
2046,VEH_167,3,MF2305306377081,D_2721,2023-05-02 06:22:09.407664840,60,60,2023-05-02 08:22:09.407664840,No
2047,VEH_167,1,Null,O_376,2023-05-02 09:43:02.057095859,0 days 02:26:57.942904141,0,2023-05-02 12:10:00,Null
2048,VEH_167,2,MF2305186334127,D_2256,2023-05-02 16:34:31.840666800,0,60,2023-05-02 17:34:31.840666800,No
2049,VEH_167,1,Null,O_376,2023-05-02 21:30:56.934739920,0 days 02:29:03.065260080,0,2023-05-03 00:00:00,Null
2050,VEH_167,2,MF2305186334187,D_2258,2023-05-03 02:51:11.086415460,0,60,2023-05-03 03:51:11.086415460,No
2051,VEH_167,1,Null,O_376,2023-05-03 06:50:29.947791960,0 days 00:09:30.052208040,0,2023-05-03 07:00:00,Null
2052,VEH_167,2,MF2305186334153,D_2252,2023-05-03 10:15:14.399347860,0,60,2023-05-03 11:15:14.399347860,No
2053,VEH_167,1,Null,O_174,2023-05-03 11:53:00.297022920,0 days 00:06:59.702977080,0,2023-05-03 12:00:00,Null
2054,VEH_167,2,20230503B473580_001,D_208,2023-05-03 12:44:45.198987240,0,60,2023-05-03 13:44:45.198987240,No
2055,VEH_167,1,Null,O_629,2023-05-03 14:25:55.052183280,0 days 03:34:04.947816720,0,2023-05-03 18:00:00,Null
2056,VEH_167,2,20230503B474825_006,D_209,2023-05-03 18:50:51.365875020,0,60,2023-05-03 19:50:51.365875020,No
2057,VEH_167,3,20230503B474970_001,D_209,2023-05-03 18:00:00,60,60,2023-05-03 20:00:00,No
2058,VEH_167,1,Null,O_144,2023-05-03 21:18:31.905959040,0 days 02:41:28.094040960,0,2023-05-04 00:00:00,Null
2059,VEH_167,2,20230502B466967_001,D_9,2023-05-04 02:11:21.029083740,0,60,2023-05-04 03:11:21.029083740,No
2060,VEH_167,3,N_20230502865066,D_9,2023-05-04 00:00:00,60,60,2023-05-04 02:00:00,No
2061,VEH_167,1,Null,O_466,2023-05-04 04:22:44.760150840,,0,,Null
2062,VEH_164,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2063,VEH_164,2,MF2305116280564,D_1842,2023-05-01 06:45:46.703702940,0,60,2023-05-01 07:45:46.703702940,No
2064,VEH_164,1,Null,O_430,2023-05-01 08:09:28.989828,1 days 09:50:31.010172,0,2023-05-02 18:00:00,Null
2065,VEH_164,2,MF2305036201542,D_1282,2023-05-02 18:54:48.871533300,0,60,2023-05-02 19:54:48.871533300,No
2066,VEH_164,1,Null,O_591,2023-05-02 20:13:18.873903540,1 days 09:46:41.126096460,0,2023-05-04 06:00:00,Null
2067,VEH_164,2,MF2305086263928,D_1295,2023-05-04 10:02:24.521387880,0,60,2023-05-04 11:02:24.521387880,No
2068,VEH_164,1,Null,O_448,2023-05-04 11:42:30.718388099,0 days 06:17:29.281611901,0,2023-05-04 18:00:00,Null
2069,VEH_164,2,MF2305046246967,D_1617,2023-05-04 20:05:41.592997980,0,60,2023-05-04 21:05:41.592997980,No
2070,VEH_164,1,Null,O_174,2023-05-04 21:21:50.400867,0 days 14:38:09.599133,0,2023-05-05 12:00:00,Null
2071,VEH_164,2,N_20230503871013,D_108,2023-05-05 12:31:00.048386460,0,60,2023-05-05 13:31:00.048386460,No
2072,VEH_164,3,20230504B475154_001,D_108,2023-05-05 12:00:00,60,60,2023-05-05 14:00:00,No
2073,VEH_164,1,Null,O_174,2023-05-05 14:58:13.494579900,0 days 03:01:46.505420100,0,2023-05-05 18:00:00,Null
2074,VEH_164,2,20230504B475156_001,D_108,2023-05-05 18:31:00.048386460,0,60,2023-05-05 19:31:00.048386460,No
2075,VEH_164,3,20230503B472064_001,D_208,2023-05-05 18:43:30.530142660,60,60,2023-05-05 20:43:30.530142660,No
2076,VEH_164,1,Null,O_629,2023-05-05 21:55:40.431725160,0 days 14:04:19.568274840,0,2023-05-06 12:00:00,Null
2077,VEH_164,2,20230506B478115_001,D_1,2023-05-06 13:03:31.222003020,0,60,2023-05-06 14:03:31.222003020,No
2078,VEH_164,1,Null,O_144,2023-05-06 14:19:31.450358940,,0,,Null
2079,VEH_1127,1,Null,O_50,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2080,VEH_1127,2,MF2305116280528,D_1842,2023-05-01 06:45:46.703702940,0,60,2023-05-01 07:45:46.703702940,No
2081,VEH_1127,1,Null,O_430,2023-05-01 08:09:28.989828,0 days 15:50:31.010172,0,2023-05-02 00:00:00,Null
2082,VEH_1127,2,MF2305026199198,D_1345,2023-05-02 03:25:14.239616520,0,60,2023-05-02 04:25:14.239616520,No
2083,VEH_1127,1,Null,O_326,2023-05-02 04:25:29.199360,,0,,Null
2084,VEH_184,1,Null,O_62,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2085,VEH_184,2,20230501B468124_001,D_1,2023-05-01 07:48:01.928212020,0,60,2023-05-01 08:48:01.928212020,No
2086,VEH_184,3,20230501B468128_001,D_109,2023-05-01 06:40:53.330954520,60,60,2023-05-01 08:40:53.330954520,No
2087,VEH_184,1,Null,O_144,2023-05-01 11:09:27.480755220,1 days 00:50:32.519244780,0,2023-05-02 12:00:00,Null
2088,VEH_184,2,20230501B466846_001,D_76,2023-05-02 15:01:13.054389240,0,60,2023-05-02 16:01:13.054389240,No
2089,VEH_184,1,Null,O_9,2023-05-02 16:51:06.617038320,0 days 01:08:53.382961680,0,2023-05-02 18:00:00,Null
2090,VEH_184,2,M18386355,D_404,2023-05-02 19:38:13.153195740,0,60,2023-05-02 20:38:13.153195740,No
2091,VEH_184,1,Null,O_323,2023-05-02 21:11:18.715834140,0 days 02:48:41.284165860,0,2023-05-03 00:00:00,Null
2092,VEH_184,2,20230502B472017_001,D_70,2023-05-03 01:53:13.012285020,0,60,2023-05-03 02:53:13.012285020,No
2093,VEH_184,1,Null,O_9,2023-05-03 03:30:18.750265260,1 days 08:29:41.249734740,0,2023-05-04 12:00:00,Null
2094,VEH_184,2,M18389035,D_532,2023-05-04 15:01:33.594210060,0,60,2023-05-04 16:01:33.594210060,No
2095,VEH_184,1,Null,O_466,2023-05-04 16:09:09.690983880,,0,,Null
2096,VEH_185,1,Null,O_62,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2097,VEH_185,2,20230501B468000_001,D_108,2023-05-01 06:50:04.764093960,0,60,2023-05-01 07:50:04.764093960,No
2098,VEH_185,1,Null,O_174,2023-05-01 08:17:18.210287400,0 days 15:42:41.789712600,0,2023-05-02 00:00:00,Null
2099,VEH_185,2,20230502B470379_001,D_233,2023-05-02 01:03:40.833320940,0,60,2023-05-02 02:03:40.833320940,No
2100,VEH_185,3,20230502B470371_001,D_233,2023-05-02 00:00:00,60,60,2023-05-02 02:00:00,No
2101,VEH_185,1,Null,O_326,2023-05-02 03:35:17.037311520,0 days 02:24:42.962688480,0,2023-05-02 06:00:00,Null
2102,VEH_185,2,20230501B467176_001,D_75,2023-05-02 06:37:37.419299160,0,60,2023-05-02 07:37:37.419299160,No
2103,VEH_185,1,Null,O_11,2023-05-02 07:45:45.506127780,0 days 04:14:14.493872220,0,2023-05-02 12:00:00,Null
2104,VEH_185,2,20230502B470669_001,D_208,2023-05-02 12:46:15.902923200,0,60,2023-05-02 13:46:15.902923200,No
2105,VEH_185,3,M18387296,D_495,2023-05-02 12:45:45.758870400,60,60,2023-05-02 14:45:45.758870400,No
2106,VEH_185,1,Null,O_174,2023-05-02 16:05:36.504673440,1 days 01:54:23.495326560,0,2023-05-03 18:00:00,Null
2107,VEH_185,2,20230503B472765_003,D_184,2023-05-03 18:53:17.648029560,0,60,2023-05-03 19:53:17.648029560,No
2108,VEH_185,1,Null,O_326,2023-05-03 20:31:20.465252760,0 days 09:28:39.534747240,0,2023-05-04 06:00:00,Null
2109,VEH_185,2,20230502B471632_001,D_99,2023-05-04 06:46:34.049978400,0,60,2023-05-04 07:46:34.049978400,No
2110,VEH_185,1,Null,O_179,2023-05-04 08:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-04 12:00:00,Null
2111,VEH_185,2,20230502B469885_001,D_92,2023-05-04 12:54:10.176597660,0,60,2023-05-04 13:54:10.176597660,No
2112,VEH_185,1,Null,O_9,2023-05-04 16:41:52.797370020,0 days 01:18:07.202629980,0,2023-05-04 18:00:00,Null
2113,VEH_185,2,M18391063,D_424,2023-05-04 22:53:25.455526680,0,60,2023-05-04 23:53:25.455526680,No
2114,VEH_185,1,Null,O_711,2023-05-04 23:57:47.300647860,,0,,Null
2115,VEH_186,1,Null,O_62,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2116,VEH_186,2,M18385483,D_341,2023-05-01 06:55:18.253390200,0,60,2023-05-01 07:55:18.253390200,No
2117,VEH_186,1,Null,O_603,2023-05-01 08:30:12.946767540,-1 days +21:29:47.053232460,0,2023-05-01 06:00:00,Null
2118,VEH_186,2,20230501B467677_001,D_7,2023-05-01 06:32:05.768859600,0,60,2023-05-01 07:32:05.768859600,No
2119,VEH_186,1,Null,O_62,2023-05-01 08:05:06.062796660,0 days 09:54:53.937203340,0,2023-05-01 18:00:00,Null
2120,VEH_186,2,20230501B468002_001,D_108,2023-05-01 18:50:04.764093960,0,60,2023-05-01 19:50:04.764093960,No
2121,VEH_186,1,Null,O_174,2023-05-01 20:17:18.210287400,1 days 21:42:41.789712600,0,2023-05-03 18:00:00,Null
2122,VEH_186,2,20230503B473995_002,D_209,2023-05-03 19:34:34.216913820,0,60,2023-05-03 20:34:34.216913820,No
2123,VEH_186,1,Null,O_144,2023-05-03 21:02:14.756997840,1 days 02:57:45.243002160,0,2023-05-05 00:00:00,Null
2124,VEH_186,2,20230503B472314_001,D_84,2023-05-05 01:12:40.933260840,0,60,2023-05-05 02:12:40.933260840,No
2125,VEH_186,1,Null,O_179,2023-05-05 02:33:21.306774240,0 days 03:26:38.693225760,0,2023-05-05 06:00:00,Null
2126,VEH_186,2,20230503B472144_001,D_86,2023-05-05 09:12:59.313707820,0,60,2023-05-05 10:12:59.313707820,No
2127,VEH_186,1,Null,O_179,2023-05-05 13:20:29.882854500,0 days 16:39:30.117145500,0,2023-05-06 06:00:00,Null
2128,VEH_186,2,MF2305066258666,D_1196,2023-05-06 06:47:06.745333260,0,60,2023-05-06 07:47:06.745333260,No
2129,VEH_186,1,Null,O_179,2023-05-06 08:35:18.196488780,,0,,Null
2130,VEH_228,1,Null,O_123,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2131,VEH_228,2,20230501B468385_001,D_109,2023-05-01 07:45:14.048571900,0,60,2023-05-01 08:45:14.048571900,No
2132,VEH_228,1,Null,O_144,2023-05-01 09:25:46.270160640,2 days 08:34:13.729839360,0,2023-05-03 18:00:00,Null
2133,VEH_228,2,20230501B467423_001,D_99,2023-05-03 19:07:24.871722240,0,60,2023-05-03 20:07:24.871722240,No
2134,VEH_228,1,Null,O_179,2023-05-03 20:31:16.831076580,0 days 03:28:43.168923420,0,2023-05-04 00:00:00,Null
2135,VEH_228,2,MF2305036208401,D_90,2023-05-04 03:21:12.648246,0,60,2023-05-04 04:21:12.648246,No
2136,VEH_228,1,Null,O_179,2023-05-04 07:32:50.749474680,0 days 04:27:09.250525320,0,2023-05-04 12:00:00,Null
2137,VEH_228,2,20230502B469854_001,D_83,2023-05-04 14:24:35.777586240,0,60,2023-05-04 15:24:35.777586240,No
2138,VEH_228,1,Null,O_179,2023-05-04 17:48:05.729443140,0 days 00:11:54.270556860,0,2023-05-04 18:00:00,Null
2139,VEH_228,2,20230502B469833_001,D_70,2023-05-04 21:39:58.254860280,0,60,2023-05-04 22:39:58.254860280,No
2140,VEH_228,1,Null,O_9,2023-05-04 23:17:03.992840519,-1 days +18:42:56.007159481,0,2023-05-04 18:00:00,Null
2141,VEH_228,2,20230502B469785_001,D_82,2023-05-04 18:52:37.155620400,0,60,2023-05-04 19:52:37.155620400,No
2142,VEH_228,2,20230502B469882_001,D_89,2023-05-04 21:21:13.342083,0,60,2023-05-04 22:21:13.342083,No
2143,VEH_228,1,Null,O_591,2023-05-04 22:46:23.216554440,-1 days +19:13:36.783445560,0,2023-05-04 18:00:00,Null
2144,VEH_228,2,20230502B469760_001,D_9,2023-05-04 20:17:59.309724120,0,60,2023-05-04 21:17:59.309724120,No
2145,VEH_228,1,Null,O_466,2023-05-04 21:29:23.040791220,,0,,Null
2146,VEH_362,1,Null,O_179,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2147,VEH_362,2,20230501B467822_001,D_1,2023-05-01 06:48:09.888951060,0,60,2023-05-01 07:48:09.888951060,No
2148,VEH_362,1,Null,O_144,2023-05-01 08:04:10.117306980,2 days 03:55:49.882693020,0,2023-05-03 12:00:00,Null
2149,VEH_362,2,20230501B467805_001,D_93,2023-05-03 14:37:08.877065520,0,60,2023-05-03 15:37:08.877065520,No
2150,VEH_362,1,Null,O_770,2023-05-03 16:27:36.527545980,,0,,Null
2151,VEH_383,1,Null,O_179,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2152,VEH_383,2,MF2305016189700,D_1205,2023-05-01 07:11:31.138470240,0,60,2023-05-01 08:11:31.138470240,No
2153,VEH_383,3,MF2305016189709,D_1205,2023-05-01 06:00:00,60,60,2023-05-01 08:00:00,No
2154,VEH_383,1,Null,O_352,2023-05-01 09:47:58.086400860,0 days 14:12:01.913599140,0,2023-05-02 00:00:00,Null
2155,VEH_383,2,20230502B470636_001,D_1,2023-05-02 01:07:55.703342520,0,60,2023-05-02 02:07:55.703342520,No
2156,VEH_383,3,20230502B471164_001,D_109,2023-05-02 00:40:53.330954520,60,60,2023-05-02 02:40:53.330954520,No
2157,VEH_383,1,Null,O_144,2023-05-02 04:29:21.255885720,3 days 19:30:38.744114280,0,2023-05-06 00:00:00,Null
2158,VEH_383,2,20230504B475427_001,D_56,2023-05-06 03:11:23.178061860,0,60,2023-05-06 04:11:23.178061860,No
2159,VEH_383,3,20230504B475906_001,D_86,2023-05-06 00:26:32.253010740,60,60,2023-05-06 02:26:32.253010740,No
2160,VEH_383,1,Null,O_9,2023-05-06 05:42:06.252014520,,0,,Null
2161,VEH_357,1,Null,O_179,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2162,VEH_357,2,MF2305056258383,D_1405,2023-05-01 08:21:02.140420800,0,60,2023-05-01 09:21:02.140420800,No
2163,VEH_357,1,Null,O_711,2023-05-01 10:01:58.246975320,0 days 01:58:01.753024680,0,2023-05-01 12:00:00,Null
2164,VEH_357,2,20230501B468069_001,D_108,2023-05-01 13:12:37.273662900,0,60,2023-05-01 14:12:37.273662900,No
2165,VEH_357,1,Null,O_174,2023-05-01 14:39:50.719856280,,0,,Null
2166,VEH_363,1,Null,O_179,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2167,VEH_363,2,MF2305056258359,D_1595,2023-05-01 08:15:43.943293500,0,60,2023-05-01 09:15:43.943293500,No
2168,VEH_363,1,Null,O_243,2023-05-01 09:44:54.508548420,0 days 02:15:05.491451580,0,2023-05-01 12:00:00,Null
2169,VEH_363,2,20230501B468045_001,D_109,2023-05-01 15:07:30.041599560,0,60,2023-05-01 16:07:30.041599560,No
2170,VEH_363,1,Null,O_144,2023-05-01 16:48:02.263188300,4 days 01:11:57.736811700,0,2023-05-05 18:00:00,Null
2171,VEH_363,2,20230503B472317_001,D_86,2023-05-05 20:43:52.254491700,0,60,2023-05-05 21:43:52.254491700,No
2172,VEH_363,1,Null,O_9,2023-05-05 21:48:03.075433620,0 days 02:11:56.924566380,0,2023-05-06 00:00:00,Null
2173,VEH_363,2,M18393535,D_282,2023-05-06 01:18:39.303936060,0,60,2023-05-06 02:18:39.303936060,No
2174,VEH_363,1,Null,O_376,2023-05-06 02:42:30.946774439,0 days 03:17:29.053225561,0,2023-05-06 06:00:00,Null
2175,VEH_363,2,20230506B478481_001,D_1,2023-05-06 07:59:50.379572220,0,60,2023-05-06 08:59:50.379572220,No
2176,VEH_363,1,Null,O_376,2023-05-06 11:01:38.600790720,,0,,Null
2177,VEH_358,1,Null,O_179,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
2178,VEH_358,2,MF2305096266774,D_1778,2023-05-01 06:18:01.587475500,0,60,2023-05-01 07:18:01.587475500,No
2179,VEH_358,1,Null,O_179,2023-05-01 07:35:41.271792540,0 days 04:24:18.728207460,0,2023-05-01 12:00:00,Null
2180,VEH_358,2,20230501B467823_001,D_1,2023-05-01 12:48:09.888951060,0,60,2023-05-01 13:48:09.888951060,No
2181,VEH_358,1,Null,O_144,2023-05-01 14:04:10.117306980,3 days 15:55:49.882693020,0,2023-05-05 06:00:00,Null
2182,VEH_358,2,20230503B472341_001,D_93,2023-05-05 08:37:08.877065520,0,60,2023-05-05 09:37:08.877065520,No
2183,VEH_358,1,Null,O_770,2023-05-05 10:27:36.527545980,,0,,Null
2184,VEH_417,1,Null,O_243,2023-05-01 06:00:00,0 days 00:00:00,0,2023-05-01 06:00:00,Null
